sample number,cpu_time,runtime,k,fluxQ1,fluxQ2,fluxQ3,fluxQ4,k_uncert,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00451,1.85E+03,9.38E+01,0.990282,2.59E+19,2.57E+19,2.51E+19,2.57E+19,0.00023,0.00152,0.00151,0.00152,0.00154,8.48E+16,8.49E+16,8.48E+16,8.47E+16,2749700,2751030,2748500,2745950,0.00079,0.00081,0.00083,0.00081,0.00079,0.00081,0.00083,0.00081,0.233916222,3.1855408,4.08650812,3.19163668,5.22493987,0.652960301,2.99602005,5.56178448
sample_00452,1.86E+03,9.43E+01,0.989349,2.54E+19,2.64E+19,2.60E+19,2.56E+19,0.00024,0.00151,0.00151,0.0015,0.00155,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2751370,2749830,2748890,2750570,0.00076,0.00075,0.0008,0.0008,0.00076,0.00075,0.0008,0.0008,5.21828187,4.24077675,3.4096565,1.87857429,4.31654795,0.076689541,4.76985988,2.29690507
sample_00453,1.86E+03,9.39E+01,0.998624,2.52E+19,2.62E+19,2.62E+19,2.46E+19,0.00024,0.00143,0.00149,0.00151,0.00144,8.48E+16,8.49E+16,8.48E+16,8.50E+16,2748650,2750610,2748280,2755900,0.00079,0.0008,0.00077,0.00077,0.00079,0.0008,0.00077,0.00077,0.398973366,3.27601267,2.87483946,2.59008081,2.88054951,4.47212885,1.81985011,1.81951968
sample_00454,1.86E+03,9.35E+01,0.998947,2.59E+19,2.52E+19,2.58E+19,2.63E+19,0.00024,0.00148,0.00137,0.00137,0.00154,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2750780,2749350,2750660,2748090,0.00085,0.00081,0.00083,0.00079,0.00085,0.00081,0.00083,0.00079,0.67907541,6.03408282,5.16818879,3.57628875,4.99785806,3.36770168,5.89678772,0.671527472
sample_00455,1.85E+03,9.32E+01,0.997091,2.56E+19,2.61E+19,2.46E+19,2.52E+19,0.00025,0.00152,0.00148,0.00141,0.00146,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2749380,2751470,2750510,2750660,0.00077,0.00074,0.00075,0.0008,0.00077,0.00074,0.00075,0.0008,6.03292363,2.41309122,2.09680752,3.2674412,5.74549633,1.93262565,4.94056898,4.19790702
sample_00456,1.85E+03,9.37E+01,0.998905,2.55E+19,2.60E+19,2.47E+19,2.62E+19,0.00023,0.00127,0.00128,0.0013,0.00137,8.49E+16,8.50E+16,8.48E+16,8.48E+16,2752230,2753290,2748970,2749610,0.00078,0.00076,0.00077,0.00082,0.00078,0.00076,0.00077,0.00082,2.200769,0.033687155,1.91807157,2.3399661,0.337197021,0.222132907,5.53829088,6.08486066
sample_00457,1.85E+03,9.33E+01,0.988975,2.59E+19,2.51E+19,2.59E+19,2.64E+19,0.00024,0.00149,0.00145,0.00145,0.00148,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2750010,2753140,2751210,2750800,0.00077,0.00078,0.0008,0.00079,0.00077,0.00078,0.0008,0.00079,0.436934019,3.68361372,4.90849641,4.8173526,5.67341682,3.82094659,5.04127625,4.35289162
sample_00458,1.84E+03,9.30E+01,0.983922,2.60E+19,2.57E+19,2.51E+19,2.58E+19,0.00024,0.00188,0.0019,0.00189,0.00187,8.48E+16,8.48E+16,8.50E+16,8.50E+16,2748140,2747970,2753310,2754420,0.00078,0.00081,0.00085,0.00079,0.00078,0.00081,0.00085,0.00079,1.11865151,4.99255378,4.18196345,4.00646239,0.899619668,1.07129937,2.65188575,0.26412265
sample_00459,1.85E+03,9.39E+01,0.990608,2.61E+19,2.55E+19,2.60E+19,2.56E+19,0.00025,0.00163,0.00167,0.00177,0.00169,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2748650,2748750,2749270,2750400,0.0008,0.00087,0.00081,0.00079,0.0008,0.00087,0.00081,0.00079,1.67635429,0.135895963,3.71222697,4.88877881,2.28903048,3.23839838,2.50590553,0.752424308
sample_00460,1.84E+03,9.35E+01,0.986243,2.62E+19,2.55E+19,2.59E+19,2.67E+19,0.00025,0.00125,0.00125,0.00127,0.0013,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2753120,2751310,2750830,2748940,0.00079,0.0008,0.00079,0.00082,0.00079,0.0008,0.00079,0.00082,1.44180978,2.82254507,4.21926017,5.88732244,6.09627654,5.15502435,0.310101501,0.63891816
sample_00461,1.84E+03,9.31E+01,0.978899,2.62E+19,2.58E+19,2.58E+19,2.55E+19,0.00024,0.00134,0.00134,0.00136,0.00135,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2750770,2750210,2751830,2749160,0.00075,0.00084,0.00078,0.00078,0.00075,0.00084,0.00078,0.00078,5.63920171,2.96459168,0.811896923,5.9191337,6.13787691,2.92042073,1.97499157,2.51209366
sample_00462,1.86E+03,9.38E+01,0.996201,2.54E+19,2.57E+19,2.52E+19,2.49E+19,0.00023,0.00148,0.00149,0.00155,0.00148,8.48E+16,8.50E+16,8.48E+16,8.48E+16,2748310,2755060,2749310,2749210,0.00075,0.0008,0.00078,0.0008,0.00075,0.0008,0.00078,0.0008,1.14923422,5.76467418,3.05183373,1.73281231,4.54853587,5.50424434,2.78618736,0.537791503
sample_00463,1.84E+03,9.32E+01,0.983545,2.68E+19,2.62E+19,2.58E+19,2.57E+19,0.00024,0.00157,0.00156,0.0015,0.00153,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2750970,2750020,2751990,2748260,0.00081,0.0008,0.00078,0.0008,0.00081,0.0008,0.00078,0.0008,1.04384232,2.39210087,3.17637848,5.33695229,1.48187989,2.30566022,2.78005729,2.42582636
sample_00464,1.85E+03,9.41E+01,0.991795,2.61E+19,2.61E+19,2.56E+19,2.54E+19,0.00023,0.00153,0.00154,0.00151,0.00152,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2752020,2749470,2751490,2750360,0.00082,0.00076,0.00081,0.00082,0.00082,0.00076,0.00081,0.00082,4.98801796,0.545679854,3.78002375,2.68841682,6.2237167,4.38137855,0.554196829,1.42770034
sample_00465,1.83E+03,9.28E+01,0.977548,2.64E+19,2.56E+19,2.56E+19,2.62E+19,0.00025,0.00162,0.00159,0.00161,0.0016,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2749060,2751940,2748670,2749880,0.00077,0.00078,0.00083,0.00081,0.00077,0.00078,0.00083,0.00081,5.89467093,4.43733326,5.39933021,5.69586178,0.440502898,1.6820698,1.98014008,4.61418269
sample_00466,2.59E+03,1.30E+02,0.995915,2.50E+19,2.58E+19,2.70E+19,2.56E+19,0.00025,0.00137,0.00141,0.00141,0.00136,8.48E+16,8.48E+16,8.48E+16,8.48E+16,2747570,2749360,2747330,2749310,0.00081,0.00081,0.00082,0.00078,0.00081,0.00081,0.00082,0.00078,3.81832125,5.54819737,4.37784028,2.89129475,3.55899551,4.31286683,5.97470022,3.70877656
sample_00467,2.59E+03,1.30E+02,0.994123,2.56E+19,2.52E+19,2.51E+19,2.62E+19,0.00024,0.00159,0.00157,0.00153,0.00159,8.49E+16,8.50E+16,8.48E+16,8.48E+16,2751220,2753490,2749560,2748410,0.0008,0.00081,0.00076,0.00079,0.0008,0.00081,0.00076,0.00079,1.14944212,2.97190119,0.821964574,1.4183973,0.531259077,2.98788059,4.34653149,5.40461008
sample_00468,2.57E+03,1.29E+02,0.987577,2.65E+19,2.52E+19,2.52E+19,2.68E+19,0.00024,0.00154,0.00154,0.00153,0.00151,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2751310,2749790,2750460,2750440,0.00075,0.00078,0.00079,0.00081,0.00075,0.00078,0.00079,0.00081,0.409130143,2.79988923,4.86004905,0.218956171,0.102064135,0.82511774,4.29312385,0.51385167
sample_00469,2.59E+03,1.30E+02,0.994449,2.58E+19,2.70E+19,2.58E+19,2.55E+19,0.00024,0.00124,0.00122,0.00118,0.00121,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2748530,2749070,2747570,2752620,0.00079,0.00081,0.00075,0.00077,0.00079,0.00081,0.00075,0.00077,6.21383419,3.64093061,2.08964086,2.90068812,0.061156171,4.28910179,4.36073255,2.02114742
sample_00470,2.59E+03,1.30E+02,0.980562,2.56E+19,2.54E+19,2.58E+19,2.64E+19,0.00025,0.00178,0.00178,0.00173,0.00176,8.48E+16,8.49E+16,8.49E+16,8.47E+16,2748970,2750560,2752350,2746070,0.00085,0.00075,0.00081,0.0008,0.00085,0.00075,0.00081,0.0008,3.96599981,5.24001943,5.93754812,5.29815484,5.70327999,2.49417171,1.04744583,5.93893967
sample_00471,2.56E+03,1.29E+02,0.981746,2.63E+19,2.54E+19,2.54E+19,2.54E+19,0.00023,0.00138,0.00136,0.00136,0.00134,8.50E+16,8.49E+16,8.49E+16,8.48E+16,2753330,2750790,2752860,2747290,0.00077,0.00081,0.00081,0.00081,0.00077,0.00081,0.00081,0.00081,0.558974818,5.66109265,0.228050723,5.94517648,5.71041491,5.54566435,2.50291361,1.84450213
sample_00472,2.58E+03,1.30E+02,0.99739,2.57E+19,2.61E+19,2.55E+19,2.50E+19,0.00024,0.0013,0.00131,0.00135,0.00134,8.49E+16,8.50E+16,8.48E+16,8.49E+16,2750400,2753620,2748480,2750040,0.00077,0.00078,0.00079,0.00079,0.00077,0.00078,0.00079,0.00079,5.09343354,0.505485791,2.3098446,3.95663804,2.43640411,5.26813087,1.84137397,5.00509675
sample_00473,2.58E+03,1.30E+02,0.992836,2.68E+19,2.57E+19,2.56E+19,2.57E+19,0.00025,0.00128,0.00124,0.00127,0.00128,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2747820,2748650,2751410,2751270,0.00079,0.00074,0.00077,0.00081,0.00079,0.00074,0.00077,0.00081,6.00429086,1.30670517,3.18336581,0.230705176,5.92477153,3.76192267,0.379712649,1.60268732
sample_00474,2.57E+03,1.30E+02,0.989901,2.52E+19,2.57E+19,2.61E+19,2.51E+19,0.00025,0.00139,0.00138,0.00147,0.00145,8.48E+16,8.48E+16,8.48E+16,8.50E+16,2749580,2748940,2747200,2753740,0.00084,0.00078,0.00081,0.0008,0.00084,0.00078,0.00081,0.0008,1.25186899,3.90312166,3.99275006,1.8805915,4.52600575,5.11885174,1.16755404,3.35589719
sample_00475,2.56E+03,1.29E+02,0.976484,2.60E+19,2.62E+19,2.61E+19,2.64E+19,0.00025,0.00145,0.00142,0.00143,0.00144,8.48E+16,8.48E+16,8.48E+16,8.47E+16,2749680,2748450,2749780,2746520,0.00086,0.00078,0.00082,0.00078,0.00086,0.00078,0.00082,0.00078,3.41880161,5.08795866,3.83761732,0.376961906,6.15128226,0.031251523,4.34491106,2.03129598
sample_00476,2.57E+03,1.29E+02,0.991926,2.56E+19,2.54E+19,2.55E+19,2.60E+19,0.00024,0.00126,0.00126,0.00127,0.00126,8.50E+16,8.49E+16,8.48E+16,8.48E+16,2753830,2752970,2747690,2748340,0.00074,0.0008,0.0008,0.00075,0.00074,0.0008,0.0008,0.00075,5.39045559,5.58071929,5.1359999,3.07924593,5.87347292,3.24793885,3.91199269,5.42653356
sample_00477,2.58E+03,1.30E+02,0.997942,2.63E+19,2.49E+19,2.50E+19,2.65E+19,0.00023,0.00159,0.00153,0.00151,0.00155,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2746800,2749920,2747770,2752810,0.0008,0.0008,0.00082,0.00079,0.0008,0.0008,0.00082,0.00079,0.641823241,0.162351003,0.724935797,5.87899097,4.70134106,0.921763497,5.86580275,6.00664651
sample_00478,2.58E+03,1.30E+02,0.989934,2.55E+19,2.59E+19,2.59E+19,2.62E+19,0.00024,0.0018,0.00181,0.00172,0.00176,8.48E+16,8.48E+16,8.47E+16,8.49E+16,2749690,2749100,2746250,2752320,0.00078,0.00077,0.00087,0.00082,0.00078,0.00077,0.00087,0.00082,4.18179881,5.69268376,4.20337591,2.24738069,0.78682459,3.67982372,6.1012289,4.60124508
sample_00479,2.57E+03,1.29E+02,0.983398,2.58E+19,2.64E+19,2.64E+19,2.65E+19,0.00026,0.00155,0.00152,0.00157,0.00164,8.47E+16,8.48E+16,8.48E+16,8.49E+16,2746610,2749210,2749270,2753150,0.00081,0.00078,0.00078,0.0008,0.00081,0.00078,0.00078,0.0008,4.02742014,3.85814786,1.40869817,4.87521874,0.276741481,4.47061821,3.00645604,0.047240082
sample_00480,2.57E+03,1.30E+02,0.993727,2.61E+19,2.55E+19,2.51E+19,2.44E+19,0.00024,0.00138,0.00133,0.0013,0.00133,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749970,2748690,2752130,2750890,0.0008,0.00079,0.00083,0.00079,0.0008,0.00079,0.00083,0.00079,6.00745623,1.10027351,4.13346647,2.37541316,2.96584012,0.043549514,2.25282735,3.10592777
sample_00481,2.58E+03,1.30E+02,0.988803,2.64E+19,2.50E+19,2.55E+19,2.57E+19,0.00024,0.00147,0.00139,0.00144,0.00143,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2747550,2751070,2748100,2750270,0.00083,0.00076,0.00085,0.0008,0.00083,0.00076,0.00085,0.0008,1.37132043,1.14154986,4.8448589,5.48712159,1.80545861,2.94068843,4.45749126,3.5246375
sample_00482,2.58E+03,1.30E+02,0.988584,2.57E+19,2.60E+19,2.62E+19,2.59E+19,0.00024,0.00161,0.0016,0.00158,0.00157,8.49E+16,8.48E+16,8.50E+16,8.47E+16,2752440,2747920,2754730,2746220,0.00079,0.00082,0.0008,0.00076,0.00079,0.00082,0.0008,0.00076,5.46460459,3.68042296,0.295155309,1.58501698,3.96667936,1.89934621,1.46283044,5.06172187
sample_00483,2.58E+03,1.30E+02,0.990066,2.57E+19,2.56E+19,2.64E+19,2.59E+19,0.00025,0.00135,0.00132,0.00135,0.00131,8.50E+16,8.48E+16,8.47E+16,8.49E+16,2754940,2748430,2746290,2750290,0.0008,0.00076,0.00077,0.0008,0.0008,0.00076,0.00077,0.0008,4.27582693,0.069684801,0.36393819,1.10088621,1.98764522,4.39067975,1.33735418,5.38130733
sample_00484,2.57E+03,1.29E+02,0.987518,2.60E+19,2.56E+19,2.56E+19,2.67E+19,0.00025,0.00159,0.0016,0.00159,0.00158,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2751280,2747850,2752090,2751710,0.00079,0.00082,0.00081,0.00081,0.00079,0.00082,0.00081,0.00081,4.54129762,6.24954697,1.09417617,6.27518866,1.7911679,1.65133426,5.73282839,0.888639203
sample_00485,2.56E+03,1.29E+02,0.986287,2.53E+19,2.60E+19,2.60E+19,2.58E+19,0.00024,0.00136,0.00143,0.00137,0.00134,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2749560,2748100,2749530,2750240,0.0008,0.00078,0.00082,0.0008,0.0008,0.00078,0.00082,0.0008,2.49658876,4.02460418,0.417879807,1.96167033,0.057250427,3.90586009,0.588613228,1.05106625
sample_00486,2.57E+03,1.29E+02,0.985685,2.54E+19,2.57E+19,2.61E+19,2.67E+19,0.00024,0.00135,0.00133,0.00136,0.00134,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2750150,2750790,2750350,2748010,0.0008,0.00078,0.00081,0.00078,0.0008,0.00078,0.00081,0.00078,3.56331675,4.0055363,1.66556135,6.16529105,6.14065431,3.68213144,3.79587812,6.17931366
sample_00487,2.58E+03,1.30E+02,0.980517,2.50E+19,2.50E+19,2.55E+19,2.56E+19,0.00024,0.00143,0.00145,0.00148,0.0015,8.50E+16,8.48E+16,8.48E+16,8.49E+16,2753440,2749000,2748630,2750070,0.00083,0.00078,0.00072,0.00077,0.00083,0.00078,0.00072,0.00077,2.38510381,4.80592696,0.085384637,0.529294155,1.75895089,5.61629032,5.13786895,2.64333713
sample_00488,2.58E+03,1.30E+02,0.982379,2.56E+19,2.64E+19,2.55E+19,2.57E+19,0.00025,0.00131,0.00131,0.00132,0.00132,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2752030,2746860,2752910,2750690,0.00081,0.00081,0.00082,0.00082,0.00081,0.00081,0.00082,0.00082,3.27170804,5.44196338,1.67490689,4.42299375,1.29596708,0.131997968,6.01033968,3.01341482
sample_00489,2.58E+03,1.29E+02,0.99362,2.59E+19,2.47E+19,2.51E+19,2.62E+19,0.00025,0.00171,0.00168,0.00169,0.00176,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2752070,2750820,2750760,2750940,0.00078,0.0008,0.00079,0.00084,0.00078,0.0008,0.00079,0.00084,6.09151153,2.40610059,5.11117154,4.7390081,4.19388746,0.798079989,6.00075722,5.08945452
sample_00490,2.59E+03,1.30E+02,0.991351,2.59E+19,2.48E+19,2.50E+19,2.55E+19,0.00024,0.00137,0.00131,0.00128,0.00131,8.48E+16,8.49E+16,8.50E+16,8.48E+16,2747650,2750070,2754420,2748450,0.0008,0.0008,0.0008,0.00083,0.0008,0.0008,0.0008,0.00083,1.20714975,1.90575393,3.81648612,5.52918863,5.75282566,3.37197317,1.52595651,5.95314889
sample_00491,2.58E+03,1.30E+02,0.990119,2.60E+19,2.56E+19,2.58E+19,2.59E+19,0.00024,0.00166,0.00168,0.00166,0.00167,8.49E+16,8.50E+16,8.47E+16,8.48E+16,2750100,2754180,2745200,2749180,0.00079,0.00079,0.00081,0.0008,0.00079,0.00079,0.00081,0.0008,1.27148445,5.61087408,3.1581426,5.58989878,3.84704412,0.221706615,4.13485959,1.28892372
sample_00492,2.58E+03,1.30E+02,0.993522,2.54E+19,2.58E+19,2.50E+19,2.54E+19,0.00024,0.00142,0.00146,0.00147,0.00142,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2748180,2748600,2752490,2750120,0.00082,0.00079,0.00082,0.00081,0.00082,0.00079,0.00082,0.00081,6.08760983,5.11248941,2.68208145,3.92613773,0.890766309,3.26468565,3.19511039,5.63093839
sample_00493,2.58E+03,1.30E+02,0.988346,2.55E+19,2.53E+19,2.57E+19,2.54E+19,0.00024,0.00152,0.00153,0.00146,0.00145,8.49E+16,8.48E+16,8.48E+16,8.50E+16,2750340,2749700,2749420,2754110,0.00078,0.00076,0.00082,0.00077,0.00078,0.00076,0.00082,0.00077,1.10655999,3.12704531,4.30765428,1.2120952,2.7711416,2.51467402,4.11941987,3.62439615
sample_00494,2.57E+03,1.29E+02,0.983208,2.56E+19,2.49E+19,2.50E+19,2.61E+19,0.00026,0.00149,0.00148,0.00151,0.00148,8.47E+16,8.49E+16,8.48E+16,8.49E+16,2746200,2751960,2749880,2752600,0.00082,0.00082,0.0008,0.00082,0.00082,0.00082,0.0008,0.00082,2.42288344,0.011735365,4.33666989,5.81466619,5.7931657,1.02841534,4.90083997,1.38578935
sample_00495,2.57E+03,1.29E+02,0.985355,2.52E+19,2.55E+19,2.53E+19,2.63E+19,0.00023,0.00171,0.00168,0.00168,0.00172,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2747990,2751700,2747970,2752680,0.00082,0.00079,0.00077,0.0008,0.00082,0.00079,0.00077,0.0008,2.29182523,4.17471788,5.94884252,3.34415594,1.10132015,6.10328817,5.51525522,1.26233688
sample_00496,2.57E+03,1.29E+02,0.978398,2.53E+19,2.54E+19,2.57E+19,2.60E+19,0.00026,0.00126,0.00121,0.00121,0.00124,8.49E+16,8.48E+16,8.48E+16,8.47E+16,2751870,2747130,2748940,2746610,0.00085,0.00078,0.00079,0.0008,0.00085,0.00078,0.00079,0.0008,4.64758861,4.75618547,6.11833247,0.816339069,1.38482862,5.96606854,5.0963424,2.25776523
sample_00497,2.57E+03,1.29E+02,0.984825,2.54E+19,2.51E+19,2.62E+19,2.58E+19,0.00025,0.0014,0.00136,0.00139,0.00139,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2750810,2751210,2749950,2751200,0.00076,0.00077,0.00078,0.00078,0.00076,0.00077,0.00078,0.00078,2.30090423,5.52670861,5.28933487,5.50720462,5.08712868,3.67262807,0.964802456,0.818568908
sample_00498,2.57E+03,1.29E+02,0.989282,2.51E+19,2.49E+19,2.62E+19,2.67E+19,0.00023,0.00143,0.00142,0.00143,0.00145,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2751050,2748910,2750170,2752730,0.00078,0.00077,0.00079,0.00079,0.00078,0.00077,0.00079,0.00079,3.24503257,3.0990346,5.1956991,5.51521024,4.9747601,3.39665257,6.14994535,5.31338131
sample_00499,2.57E+03,1.29E+02,0.983318,2.64E+19,2.57E+19,2.59E+19,2.55E+19,0.00024,0.00138,0.00136,0.00136,0.00133,8.49E+16,8.49E+16,8.48E+16,8.47E+16,2751980,2751800,2747180,2745540,0.00081,0.00082,0.00079,0.0008,0.00081,0.00082,0.00079,0.0008,6.03664988,5.75640992,4.69326126,5.05277277,4.14013833,1.49511039,1.7667745,2.43060418
sample_00500,2.57E+03,1.29E+02,0.990756,2.51E+19,2.59E+19,2.54E+19,2.54E+19,0.00024,0.00156,0.00162,0.00162,0.00162,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2748150,2747810,2746930,2750440,0.00077,0.00079,0.00077,0.00079,0.00077,0.00079,0.00077,0.00079,2.68323625,5.65704651,2.82947553,1.71139577,6.10657788,3.22782831,0.424454532,1.0011467
sample_00501,2.57E+03,1.29E+02,0.984506,2.56E+19,2.52E+19,2.55E+19,2.57E+19,0.00025,0.00145,0.00143,0.00141,0.00143,8.48E+16,8.49E+16,8.49E+16,8.47E+16,2748540,2753140,2750980,2745490,0.00079,0.0008,0.00081,0.00081,0.00079,0.0008,0.00081,0.00081,3.93856218,1.58530948,0.089594743,0.924164866,0.317972267,3.79867109,2.3244041,5.9255932
sample_00502,2.57E+03,1.29E+02,0.989403,2.55E+19,2.63E+19,2.59E+19,2.57E+19,0.00024,0.00123,0.00122,0.00122,0.00125,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2750200,2750770,2747340,2752370,0.00079,0.00075,0.00079,0.00081,0.00079,0.00075,0.00079,0.00081,3.02627178,2.56694122,1.59511732,1.60943241,1.54593592,5.17496898,2.5688191,5.99454738
sample_00503,2.60E+03,1.30E+02,1.00444,2.53E+19,2.61E+19,2.62E+19,2.52E+19,0.00023,0.00145,0.00148,0.00146,0.00139,8.50E+16,8.49E+16,8.48E+16,8.49E+16,2755080,2751410,2748780,2751170,0.00075,0.00074,0.00079,0.00075,0.00075,0.00074,0.00079,0.00075,0.183898003,2.61824531,2.17717218,2.21093827,3.56625634,3.6452648,4.50826746,1.58296753
sample_00504,2.58E+03,1.30E+02,0.991595,2.52E+19,2.52E+19,2.64E+19,2.53E+19,0.00023,0.00129,0.00129,0.00132,0.00131,8.48E+16,8.48E+16,8.47E+16,8.49E+16,2749570,2749730,2745890,2750200,0.00077,0.0008,0.00082,0.00081,0.00077,0.0008,0.00082,0.00081,6.0553186,3.92526659,3.59667354,0.229645766,3.15412737,4.85330789,2.38091166,0.634429039
sample_00505,2.57E+03,1.29E+02,0.987636,2.61E+19,2.70E+19,2.54E+19,2.53E+19,0.00023,0.00116,0.00119,0.00113,0.00115,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2752530,2751680,2750740,2748950,0.00076,0.00076,0.0008,0.00084,0.00076,0.00076,0.0008,0.00084,0.659718616,4.10449486,2.726915,3.43102569,0.875905074,6.20836096,1.36696969,3.18706418
sample_00506,2.58E+03,1.30E+02,0.989788,2.55E+19,2.59E+19,2.63E+19,2.55E+19,0.00024,0.00198,0.00196,0.00195,0.00193,8.47E+16,8.49E+16,8.48E+16,8.49E+16,2746700,2753070,2748750,2752920,0.00078,0.00078,0.00078,0.00081,0.00078,0.00078,0.00078,0.00081,3.18947582,0.506509,5.7232052,3.06291373,3.16113261,2.58510013,0.754986668,1.40511571
sample_00507,2.58E+03,1.30E+02,0.997208,2.54E+19,2.63E+19,2.55E+19,2.58E+19,0.00024,0.00132,0.00133,0.0013,0.00128,8.49E+16,8.50E+16,8.48E+16,8.48E+16,2752860,2754380,2748190,2749480,0.00079,0.00082,0.0008,0.00078,0.00079,0.00082,0.0008,0.00078,4.57478984,2.29588876,2.34389325,1.90907672,4.24067906,1.43367539,0.190272073,5.93876471
sample_00508,2.57E+03,1.29E+02,0.99104,2.56E+19,2.49E+19,2.51E+19,2.57E+19,0.00024,0.00125,0.00123,0.00137,0.00137,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2750970,2747050,2750970,2749470,0.00081,0.0008,0.00076,0.0008,0.00081,0.0008,0.00076,0.0008,0.934542101,5.42146873,3.62420706,5.50458287,4.6292469,1.76317196,0.594773421,5.45765754
sample_00509,2.57E+03,1.29E+02,0.988223,2.57E+19,2.54E+19,2.61E+19,2.61E+19,0.00023,0.00152,0.00152,0.00155,0.00152,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2746770,2750620,2750210,2748740,0.0008,0.00078,0.00086,0.00078,0.0008,0.00078,0.00086,0.00078,6.2766266,4.07963502,4.1821783,5.02680825,3.96368169,2.34627075,5.89800089,3.73317753
sample_00510,2.59E+03,1.30E+02,0.998665,2.61E+19,2.54E+19,2.56E+19,2.64E+19,0.00024,0.00137,0.00138,0.00144,0.00139,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2752010,2747530,2748020,2750010,0.00077,0.00081,0.00085,0.00078,0.00077,0.00081,0.00085,0.00078,5.79906037,1.72953922,0.152850605,1.45956522,4.03895869,6.22339676,4.9663401,0.560197742
sample_00511,2.56E+03,1.29E+02,0.982264,2.56E+19,2.61E+19,2.55E+19,2.50E+19,0.00023,0.00186,0.00182,0.00181,0.00183,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2748100,2749030,2750320,2748530,0.00084,0.0008,0.00083,0.00075,0.00084,0.0008,0.00083,0.00075,3.82850844,1.88865361,2.97424495,4.46426751,0.993314755,5.11995475,2.86823903,3.1673649
sample_00512,2.58E+03,1.29E+02,0.992553,2.54E+19,2.60E+19,2.55E+19,2.60E+19,0.00022,0.00173,0.00176,0.00177,0.00178,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2749390,2752840,2750790,2751550,0.0008,0.00078,0.00081,0.00082,0.0008,0.00078,0.00081,0.00082,5.31314133,3.05614426,3.2237155,3.38750245,1.23666683,5.31071282,5.30656067,1.21779567
sample_00513,2.56E+03,1.29E+02,0.983297,2.58E+19,2.57E+19,2.52E+19,2.59E+19,0.00024,0.00135,0.00131,0.0013,0.00136,8.49E+16,8.50E+16,8.48E+16,8.49E+16,2751940,2755100,2748880,2751230,0.00081,0.00078,0.00078,0.00081,0.00081,0.00078,0.00078,0.00081,2.80766485,2.006398,3.32611352,5.08081638,0.23095497,5.75018304,1.65607436,5.62977748
sample_00514,2.58E+03,1.30E+02,0.994207,2.53E+19,2.54E+19,2.58E+19,2.61E+19,0.00024,0.00142,0.00143,0.00153,0.00151,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2749400,2748690,2749540,2752110,0.00074,0.00081,0.00079,0.00079,0.00074,0.00081,0.00079,0.00079,3.1444887,1.50218422,5.10757415,3.0545347,5.13552635,3.33440416,0.188465913,6.27958068
sample_00515,2.58E+03,1.30E+02,0.988201,2.53E+19,2.61E+19,2.61E+19,2.56E+19,0.00023,0.00154,0.00154,0.00156,0.0016,8.49E+16,8.47E+16,8.47E+16,8.48E+16,2753090,2743640,2746730,2749530,0.00074,0.00082,0.00084,0.00076,0.00074,0.00082,0.00084,0.00076,3.32680488,2.45546442,1.19679295,1.42746981,4.0406646,6.23456271,5.48824706,2.86432642
